"Disease","a"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
"Malaria"," chills"
"Chicken pox","itching"
"Dengue"," skin_rash"
"Typhoid"," chills"
"hepatitis A"," joint_pain"
"Hepatitis B","itching"
"Hepatitis C"," fatigue"
"Hepatitis D"," joint_pain"
"Hepatitis E"," joint_pain"
"Alcoholic hepatitis"," vomiting"
"Tuberculosis"," chills"
"Common Cold"," continuous_sneezing"
"Pneumonia"," chills"
"Dimorphic hemmorhoids(piles)"," constipation"
"Heart attack"," vomiting"
"Varicose veins"," fatigue"
"Hypothyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hypoglycemia"," vomiting"
"Osteoarthristis"," joint_pain"
"Arthritis"," muscle_weakness"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"Acne"," skin_rash"
"Urinary tract infection"," burning_micturition"
"Psoriasis"," skin_rash"
"Impetigo"," skin_rash"
"Fungal infection","itching"
"Allergy"," continuous_sneezing"
"GERD"," stomach_pain"
"Chronic cholestasis","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
"Malaria"," chills"
"Chicken pox","itching"
"Dengue"," skin_rash"
"Typhoid"," chills"
"hepatitis A"," joint_pain"
"Hepatitis B","itching"
"Hepatitis C"," fatigue"
"Hepatitis D"," joint_pain"
"Hepatitis E"," joint_pain"
"Alcoholic hepatitis"," vomiting"
"Tuberculosis"," chills"
"Common Cold"," continuous_sneezing"
"Pneumonia"," chills"
"Dimorphic hemmorhoids(piles)"," constipation"
"Heart attack"," vomiting"
"Varicose veins"," fatigue"
"Hypothyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hypoglycemia"," vomiting"
"Osteoarthristis"," joint_pain"
"Arthritis"," muscle_weakness"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"Acne"," skin_rash"
"Urinary tract infection"," burning_micturition"
"Psoriasis"," skin_rash"
"Impetigo"," skin_rash"
"Fungal infection","itching"
"Allergy"," continuous_sneezing"
"GERD"," stomach_pain"
"Chronic cholestasis","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
"Malaria"," chills"
"Chicken pox","itching"
"Dengue"," skin_rash"
"Typhoid"," chills"
"hepatitis A"," joint_pain"
"Hepatitis B","itching"
"Hepatitis C"," fatigue"
"Hepatitis D"," joint_pain"
"Hepatitis E"," joint_pain"
"Alcoholic hepatitis"," vomiting"
"Tuberculosis"," chills"
"Common Cold"," continuous_sneezing"
"Pneumonia"," chills"
"Dimorphic hemmorhoids(piles)"," constipation"
"Heart attack"," vomiting"
"Varicose veins"," fatigue"
"Hypothyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hypoglycemia"," vomiting"
"Osteoarthristis"," joint_pain"
"Arthritis"," muscle_weakness"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"Acne"," skin_rash"
"Urinary tract infection"," burning_micturition"
"Psoriasis"," skin_rash"
"Impetigo"," skin_rash"
"Fungal infection","itching"
"Allergy"," continuous_sneezing"
"GERD"," stomach_pain"
"Chronic cholestasis","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
"Malaria"," chills"
"Chicken pox","itching"
"Dengue"," skin_rash"
"Typhoid"," chills"
"hepatitis A"," joint_pain"
"Hepatitis B","itching"
"Hepatitis C"," fatigue"
"Hepatitis D"," joint_pain"
"Hepatitis E"," joint_pain"
"Alcoholic hepatitis"," vomiting"
"Tuberculosis"," chills"
"Common Cold"," continuous_sneezing"
"Pneumonia"," chills"
"Dimorphic hemmorhoids(piles)"," constipation"
"Heart attack"," vomiting"
"Varicose veins"," fatigue"
"Hypothyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hypoglycemia"," vomiting"
"Osteoarthristis"," joint_pain"
"Arthritis"," muscle_weakness"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"Acne"," skin_rash"
"Urinary tract infection"," burning_micturition"
"Psoriasis"," skin_rash"
"Impetigo"," skin_rash"
"Fungal infection","itching"
"Allergy"," continuous_sneezing"
"GERD"," stomach_pain"
"Chronic cholestasis","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
"Malaria"," chills"
"Chicken pox","itching"
"Dengue"," skin_rash"
"Typhoid"," chills"
"hepatitis A"," joint_pain"
"Hepatitis B","itching"
"Hepatitis C"," fatigue"
"Hepatitis D"," joint_pain"
"Hepatitis E"," joint_pain"
"Alcoholic hepatitis"," vomiting"
"Tuberculosis"," chills"
"Common Cold"," continuous_sneezing"
"Pneumonia"," chills"
"Dimorphic hemmorhoids(piles)"," constipation"
"Heart attack"," vomiting"
"Varicose veins"," fatigue"
"Hypothyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hypoglycemia"," vomiting"
"Osteoarthristis"," joint_pain"
"Arthritis"," muscle_weakness"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"Acne"," skin_rash"
"Urinary tract infection"," burning_micturition"
"Psoriasis"," skin_rash"
"Impetigo"," skin_rash"
"Fungal infection","itching"
"Allergy"," continuous_sneezing"
"GERD"," stomach_pain"
"Chronic cholestasis","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
"Malaria"," chills"
"Chicken pox","itching"
"Dengue"," skin_rash"
"Typhoid"," chills"
"hepatitis A"," joint_pain"
"Hepatitis B","itching"
"Hepatitis C"," fatigue"
"Hepatitis D"," joint_pain"
"Hepatitis E"," joint_pain"
"Alcoholic hepatitis"," vomiting"
"Tuberculosis"," chills"
"Common Cold"," continuous_sneezing"
"Pneumonia"," chills"
"Dimorphic hemmorhoids(piles)"," constipation"
"Heart attack"," vomiting"
"Varicose veins"," fatigue"
"Hypothyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hypoglycemia"," vomiting"
"Osteoarthristis"," joint_pain"
"Arthritis"," muscle_weakness"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"Acne"," skin_rash"
"Urinary tract infection"," burning_micturition"
"Psoriasis"," skin_rash"
"Impetigo"," skin_rash"
"Fungal infection","itching"
"Allergy"," continuous_sneezing"
"GERD"," stomach_pain"
"Chronic cholestasis","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
"Malaria"," chills"
"Chicken pox","itching"
"Dengue"," skin_rash"
"Typhoid"," chills"
"hepatitis A"," joint_pain"
"Hepatitis B","itching"
"Hepatitis C"," fatigue"
"Hepatitis D"," joint_pain"
"Hepatitis E"," joint_pain"
"Alcoholic hepatitis"," vomiting"
"Tuberculosis"," chills"
"Common Cold"," continuous_sneezing"
"Pneumonia"," chills"
"Dimorphic hemmorhoids(piles)"," constipation"
"Heart attack"," vomiting"
"Varicose veins"," fatigue"
"Hypothyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hypoglycemia"," vomiting"
"Osteoarthristis"," joint_pain"
"Arthritis"," muscle_weakness"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"Acne"," skin_rash"
"Urinary tract infection"," burning_micturition"
"Psoriasis"," skin_rash"
"Impetigo"," skin_rash"
"Fungal infection","itching"
"Allergy"," continuous_sneezing"
"GERD"," stomach_pain"
"Chronic cholestasis","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
"Malaria"," chills"
"Chicken pox","itching"
"Dengue"," skin_rash"
"Typhoid"," chills"
"hepatitis A"," joint_pain"
"Hepatitis B","itching"
"Hepatitis C"," fatigue"
"Hepatitis D"," joint_pain"
"Hepatitis E"," joint_pain"
"Alcoholic hepatitis"," vomiting"
"Tuberculosis"," chills"
"Common Cold"," continuous_sneezing"
"Pneumonia"," chills"
"Dimorphic hemmorhoids(piles)"," constipation"
"Heart attack"," vomiting"
"Varicose veins"," fatigue"
"Hypothyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hypoglycemia"," vomiting"
"Osteoarthristis"," joint_pain"
"Arthritis"," muscle_weakness"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"Acne"," skin_rash"
"Urinary tract infection"," burning_micturition"
"Psoriasis"," skin_rash"
"Impetigo"," skin_rash"
"Fungal infection","itching"
"Allergy"," continuous_sneezing"
"GERD"," stomach_pain"
"Chronic cholestasis","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
"Malaria"," chills"
"Chicken pox","itching"
"Dengue"," skin_rash"
"Typhoid"," chills"
"hepatitis A"," joint_pain"
"Hepatitis B","itching"
"Hepatitis C"," fatigue"
"Hepatitis D"," joint_pain"
"Hepatitis E"," joint_pain"
"Alcoholic hepatitis"," vomiting"
"Tuberculosis"," chills"
"Common Cold"," continuous_sneezing"
"Pneumonia"," chills"
"Dimorphic hemmorhoids(piles)"," constipation"
"Heart attack"," vomiting"
"Varicose veins"," fatigue"
"Hypothyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hypoglycemia"," vomiting"
"Osteoarthristis"," joint_pain"
"Arthritis"," muscle_weakness"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"Acne"," skin_rash"
"Urinary tract infection"," burning_micturition"
"Psoriasis"," skin_rash"
"Impetigo"," skin_rash"
"Fungal infection","itching"
"Allergy"," continuous_sneezing"
"GERD"," stomach_pain"
"Chronic cholestasis","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
"Malaria"," chills"
"Chicken pox","itching"
"Dengue"," skin_rash"
"Typhoid"," chills"
"hepatitis A"," joint_pain"
"Hepatitis B","itching"
"Hepatitis C"," fatigue"
"Hepatitis D"," joint_pain"
"Hepatitis E"," joint_pain"
"Alcoholic hepatitis"," vomiting"
"Tuberculosis"," chills"
"Common Cold"," continuous_sneezing"
"Pneumonia"," chills"
"Dimorphic hemmorhoids(piles)"," constipation"
"Heart attack"," vomiting"
"Varicose veins"," fatigue"
"Hypothyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hypoglycemia"," vomiting"
"Osteoarthristis"," joint_pain"
"Arthritis"," muscle_weakness"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"Acne"," skin_rash"
"Urinary tract infection"," burning_micturition"
"Psoriasis"," skin_rash"
"Impetigo"," skin_rash"
"Fungal infection","itching"
"Allergy"," continuous_sneezing"
"GERD"," stomach_pain"
"Chronic cholestasis","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
"Malaria"," chills"
"Chicken pox","itching"
"Dengue"," skin_rash"
"Typhoid"," chills"
"hepatitis A"," joint_pain"
"Hepatitis B","itching"
"Hepatitis C"," fatigue"
"Hepatitis D"," joint_pain"
"Hepatitis E"," joint_pain"
"Alcoholic hepatitis"," vomiting"
"Tuberculosis"," chills"
"Common Cold"," continuous_sneezing"
"Pneumonia"," chills"
"Dimorphic hemmorhoids(piles)"," constipation"
"Heart attack"," vomiting"
"Varicose veins"," fatigue"
"Hypothyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hypoglycemia"," vomiting"
"Osteoarthristis"," joint_pain"
"Arthritis"," muscle_weakness"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"Acne"," skin_rash"
"Urinary tract infection"," burning_micturition"
"Psoriasis"," skin_rash"
"Impetigo"," skin_rash"
"Fungal infection","itching"
"Allergy"," continuous_sneezing"
"GERD"," stomach_pain"
"Chronic cholestasis","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
"Malaria"," chills"
"Chicken pox","itching"
"Dengue"," skin_rash"
"Typhoid"," chills"
"hepatitis A"," joint_pain"
"Hepatitis B","itching"
"Hepatitis C"," fatigue"
"Hepatitis D"," joint_pain"
"Hepatitis E"," joint_pain"
"Alcoholic hepatitis"," vomiting"
"Tuberculosis"," chills"
"Common Cold"," continuous_sneezing"
"Pneumonia"," chills"
"Dimorphic hemmorhoids(piles)"," constipation"
"Heart attack"," vomiting"
"Varicose veins"," fatigue"
"Hypothyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hypoglycemia"," vomiting"
"Osteoarthristis"," joint_pain"
"Arthritis"," muscle_weakness"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"Acne"," skin_rash"
"Urinary tract infection"," burning_micturition"
"Psoriasis"," skin_rash"
"Impetigo"," skin_rash"
"Fungal infection","itching"
"Allergy"," continuous_sneezing"
"GERD"," stomach_pain"
"Chronic cholestasis","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
"Malaria"," chills"
"Chicken pox","itching"
"Dengue"," skin_rash"
"Typhoid"," chills"
"hepatitis A"," joint_pain"
"Hepatitis B","itching"
"Hepatitis C"," fatigue"
"Hepatitis D"," joint_pain"
"Hepatitis E"," joint_pain"
"Alcoholic hepatitis"," vomiting"
"Tuberculosis"," chills"
"Common Cold"," continuous_sneezing"
"Pneumonia"," chills"
"Dimorphic hemmorhoids(piles)"," constipation"
"Heart attack"," vomiting"
"Varicose veins"," fatigue"
"Hypothyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hypoglycemia"," vomiting"
"Osteoarthristis"," joint_pain"
"Arthritis"," muscle_weakness"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"Acne"," skin_rash"
"Urinary tract infection"," burning_micturition"
"Psoriasis"," skin_rash"
"Impetigo"," skin_rash"
"Fungal infection","itching"
"Allergy"," continuous_sneezing"
"GERD"," stomach_pain"
"Chronic cholestasis","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
"Malaria"," chills"
"Chicken pox","itching"
"Dengue"," skin_rash"
"Typhoid"," chills"
"hepatitis A"," joint_pain"
"Hepatitis B","itching"
"Hepatitis C"," fatigue"
"Hepatitis D"," joint_pain"
"Hepatitis E"," joint_pain"
"Alcoholic hepatitis"," vomiting"
"Tuberculosis"," chills"
"Common Cold"," continuous_sneezing"
"Pneumonia"," chills"
"Dimorphic hemmorhoids(piles)"," constipation"
"Heart attack"," vomiting"
"Varicose veins"," fatigue"
"Hypothyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hypoglycemia"," vomiting"
"Osteoarthristis"," joint_pain"
"Arthritis"," muscle_weakness"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"Acne"," skin_rash"
"Urinary tract infection"," burning_micturition"
"Psoriasis"," skin_rash"
"Impetigo"," skin_rash"
"Fungal infection","itching"
"Allergy"," continuous_sneezing"
"GERD"," stomach_pain"
"Chronic cholestasis","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
"Malaria"," chills"
"Chicken pox","itching"
"Dengue"," skin_rash"
"Typhoid"," chills"
"hepatitis A"," joint_pain"
"Hepatitis B","itching"
"Hepatitis C"," fatigue"
"Hepatitis D"," joint_pain"
"Hepatitis E"," joint_pain"
"Alcoholic hepatitis"," vomiting"
"Tuberculosis"," chills"
"Common Cold"," continuous_sneezing"
"Pneumonia"," chills"
"Dimorphic hemmorhoids(piles)"," constipation"
"Heart attack"," vomiting"
"Varicose veins"," fatigue"
"Hypothyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hypoglycemia"," vomiting"
"Osteoarthristis"," joint_pain"
"Arthritis"," muscle_weakness"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"Acne"," skin_rash"
"Urinary tract infection"," burning_micturition"
"Psoriasis"," skin_rash"
"Impetigo"," skin_rash"
"Fungal infection","itching"
"Allergy"," continuous_sneezing"
"GERD"," stomach_pain"
"Chronic cholestasis","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
"Malaria"," chills"
"Chicken pox","itching"
"Dengue"," skin_rash"
"Typhoid"," chills"
"hepatitis A"," joint_pain"
"Hepatitis B","itching"
"Hepatitis C"," fatigue"
"Hepatitis D"," joint_pain"
"Hepatitis E"," joint_pain"
"Alcoholic hepatitis"," vomiting"
"Tuberculosis"," chills"
"Common Cold"," continuous_sneezing"
"Pneumonia"," chills"
"Dimorphic hemmorhoids(piles)"," constipation"
"Heart attack"," vomiting"
"Varicose veins"," fatigue"
"Hypothyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hypoglycemia"," vomiting"
"Osteoarthristis"," joint_pain"
"Arthritis"," muscle_weakness"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"Acne"," skin_rash"
"Urinary tract infection"," burning_micturition"
"Psoriasis"," skin_rash"
"Impetigo"," skin_rash"
"Fungal infection","itching"
"Allergy"," continuous_sneezing"
"GERD"," stomach_pain"
"Chronic cholestasis","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
"Malaria"," chills"
"Chicken pox","itching"
"Dengue"," skin_rash"
"Typhoid"," chills"
"hepatitis A"," joint_pain"
"Hepatitis B","itching"
"Hepatitis C"," fatigue"
"Hepatitis D"," joint_pain"
"Hepatitis E"," joint_pain"
"Alcoholic hepatitis"," vomiting"
"Tuberculosis"," chills"
"Common Cold"," continuous_sneezing"
"Pneumonia"," chills"
"Dimorphic hemmorhoids(piles)"," constipation"
"Heart attack"," vomiting"
"Varicose veins"," fatigue"
"Hypothyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hypoglycemia"," vomiting"
"Osteoarthristis"," joint_pain"
"Arthritis"," muscle_weakness"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"Acne"," skin_rash"
"Urinary tract infection"," burning_micturition"
"Psoriasis"," skin_rash"
"Impetigo"," skin_rash"
"Fungal infection","itching"
"Allergy"," continuous_sneezing"
"GERD"," stomach_pain"
"Chronic cholestasis","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
"Malaria"," chills"
"Chicken pox","itching"
"Dengue"," skin_rash"
"Typhoid"," chills"
"hepatitis A"," joint_pain"
"Hepatitis B","itching"
"Hepatitis C"," fatigue"
"Hepatitis D"," joint_pain"
"Hepatitis E"," joint_pain"
"Alcoholic hepatitis"," vomiting"
"Tuberculosis"," chills"
"Common Cold"," continuous_sneezing"
"Pneumonia"," chills"
"Dimorphic hemmorhoids(piles)"," constipation"
"Heart attack"," vomiting"
"Varicose veins"," fatigue"
"Hypothyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hypoglycemia"," vomiting"
"Osteoarthristis"," joint_pain"
"Arthritis"," muscle_weakness"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"Acne"," skin_rash"
"Urinary tract infection"," burning_micturition"
"Psoriasis"," skin_rash"
"Impetigo"," skin_rash"
"Fungal infection","itching"
"Allergy"," continuous_sneezing"
"GERD"," stomach_pain"
"Chronic cholestasis","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
"Malaria"," chills"
"Chicken pox","itching"
"Dengue"," skin_rash"
"Typhoid"," chills"
"hepatitis A"," joint_pain"
"Hepatitis B","itching"
"Hepatitis C"," fatigue"
"Hepatitis D"," joint_pain"
"Hepatitis E"," joint_pain"
"Alcoholic hepatitis"," vomiting"
"Tuberculosis"," chills"
"Common Cold"," continuous_sneezing"
"Pneumonia"," chills"
"Dimorphic hemmorhoids(piles)"," constipation"
"Heart attack"," vomiting"
"Varicose veins"," fatigue"
"Hypothyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hypoglycemia"," vomiting"
"Osteoarthristis"," joint_pain"
"Arthritis"," muscle_weakness"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"Acne"," skin_rash"
"Urinary tract infection"," burning_micturition"
"Psoriasis"," skin_rash"
"Impetigo"," skin_rash"
"Fungal infection","itching"
"Allergy"," continuous_sneezing"
"GERD"," stomach_pain"
"Chronic cholestasis","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
"Malaria"," chills"
"Chicken pox","itching"
"Dengue"," skin_rash"
"Typhoid"," chills"
"hepatitis A"," joint_pain"
"Hepatitis B","itching"
"Hepatitis C"," fatigue"
"Hepatitis D"," joint_pain"
"Hepatitis E"," joint_pain"
"Alcoholic hepatitis"," vomiting"
"Tuberculosis"," chills"
"Common Cold"," continuous_sneezing"
"Pneumonia"," chills"
"Dimorphic hemmorhoids(piles)"," constipation"
"Heart attack"," vomiting"
"Varicose veins"," fatigue"
"Hypothyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hypoglycemia"," vomiting"
"Osteoarthristis"," joint_pain"
"Arthritis"," muscle_weakness"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"Acne"," skin_rash"
"Urinary tract infection"," burning_micturition"
"Psoriasis"," skin_rash"
"Impetigo"," skin_rash"
"Fungal infection","itching"
"Allergy"," continuous_sneezing"
"GERD"," stomach_pain"
"Chronic cholestasis","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
"Malaria"," chills"
"Chicken pox","itching"
"Dengue"," skin_rash"
"Typhoid"," chills"
"hepatitis A"," joint_pain"
"Hepatitis B","itching"
"Hepatitis C"," fatigue"
"Hepatitis D"," joint_pain"
"Hepatitis E"," joint_pain"
"Alcoholic hepatitis"," vomiting"
"Tuberculosis"," chills"
"Common Cold"," continuous_sneezing"
"Pneumonia"," chills"
"Dimorphic hemmorhoids(piles)"," constipation"
"Heart attack"," vomiting"
"Varicose veins"," fatigue"
"Hypothyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hypoglycemia"," vomiting"
"Osteoarthristis"," joint_pain"
"Arthritis"," muscle_weakness"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"Acne"," skin_rash"
"Urinary tract infection"," burning_micturition"
"Psoriasis"," skin_rash"
"Impetigo"," skin_rash"
"Fungal infection","itching"
"Allergy"," continuous_sneezing"
"GERD"," stomach_pain"
"Chronic cholestasis","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
